fecha,producto,ventas
2023-09-24,Monitor 4K,2626.97
2023-09-24,Teclado Mecanico,2548.95
2023-09-24,Mouse Inalambrico,2817.63
2023-09-24,Auriculares BT,2673.37
2023-09-25,Laptop Pro,2998.5
2023-09-25,Monitor 4K,2976.48
2023-09-25,Teclado Mecanico,3186.57
2023-09-25,Mouse Inalambrico,3128.3
2023-09-25,Auriculares BT,2911.98
2023-09-26,Laptop Pro,3059.18
2023-09-26,Monitor 4K,3190.88
2023-09-26,Teclado Mecanico,3308.41
2023-09-26,Mouse Inalambrico,3017.44
2023-09-26,Auriculares BT,3325.0
2023-09-27,Laptop Pro,2792.81
2023-09-27,Monitor 4K,3503.16
2023-09-27,Teclado Mecanico,2769.41
2023-09-27,Mouse Inalambrico,2799.59
2023-09-27,Auriculares BT,2996.42
2023-09-28,Laptop Pro,2344.25
2023-09-28,Monitor 4K,2690.25
2023-09-28,Teclado Mecanico,2885.01
2023-09-28,Mouse Inalambrico,2447.2
2023-09-28,Auriculares BT,2559.28
2023-09-29,Laptop Pro,2151.88
2023-09-29,Monitor 4K,2255.43
2023-09-29,Teclado Mecanico,2541.78
2023-09-29,Mouse Inalambrico,2434.28
2023-09-29,Auriculares BT,2074.59
2023-09-30,Laptop Pro,2662.63
2023-09-30,Monitor 4K,2585.86
2023-09-30,Teclado Mecanico,2450.72
2023-09-30,Mouse Inalambrico,2221.6
2023-09-30,Auriculares BT,2366.59
2023-10-01,Laptop Pro,2586.97
2023-10-01,Monitor 4K,2839.59
2023-10-01,Teclado Mecanico,2682.77
2023-10-01,Mouse Inalambrico,2299.07
2023-10-01,Auriculares BT,2931.31
2023-10-02,Laptop Pro,3177.21
2023-10-02,Monitor 4K,3354.62
2023-10-02,Teclado Mecanico,3111.69
2023-10-02,Mouse Inalambrico,3176.62
2023-10-02,Auriculares BT,3361.99
2023-10-03,Laptop Pro,3315.21
2023-10-03,Monitor 4K,3295.25
2023-10-03,Teclado Mecanico,3880.53
2023-10-03,Mouse Inalambrico,3203.85
2023-10-03,Auriculares BT,3271.49
2023-10-04,Laptop Pro,3316.35
2023-10-04,Monitor 4K,2808.54
2023-10-04,Teclado Mecanico,2761.34
2023-10-04,Mouse Inalambrico,2683.13
2023-10-04,Auriculares BT,3076.27
2023-10-05,Laptop Pro,2663.44
2023-10-05,Monitor 4K,2686.61
2023-10-05,Teclado Mecanico,2267.6
2023-10-05,Mouse Inalambrico,2739.48
2023-10-05,Auriculares BT,2777.76
2023-10-06,Laptop Pro,2251.21
2023-10-06,Monitor 4K,2277.19
2023-10-06,Teclado Mecanico,2405.8
2023-10-06,Mouse Inalambrico,2344.1
2023-10-06,Auriculares BT,2399.07
2023-10-07,Laptop Pro,2153.13
2023-10-07,Monitor 4K,2335.42
2023-10-07,Teclado Mecanico,2127.85
2023-10-07,Mouse Inalambrico,2496.6
2023-10-07,Auriculares BT,2476.39
2023-10-08,Laptop Pro,2744.86
2023-10-08,Monitor 4K,2823.99
2023-10-08,Teclado Mecanico,2453.32
2023-10-08,Mouse Inalambrico,2936.21
2023-10-08,Auriculares BT,2671.17
2023-10-09,Laptop Pro,3184.95
2023-10-09,Monitor 4K,3382.21
2023-10-09,Teclado Mecanico,3007.84
2023-10-09,Mouse Inalambrico,3398.58
2023-10-09,Auriculares BT,3183.95
2023-10-10,Laptop Pro,3265.16
2023-10-10,Monitor 4K,3370.73
2023-10-10,Teclado Mecanico,3010.11
2023-10-10,Mouse Inalambrico,3378.34
2023-10-10,Auriculares BT,3271.82
2023-10-11,Laptop Pro,3200.32
2023-10-11,Monitor 4K,2949.7
2023-10-11,Teclado Mecanico,2920.4
2023-10-11,Mouse Inalambrico,3066.99
2023-10-11,Auriculares BT,2981.19
2023-10-12,Laptop Pro,2328.69
2023-10-12,Monitor 4K,2524.69
2023-10-12,Teclado Mecanico,2817.01
2023-10-12,Mouse Inalambrico,2544.86
2023-10-12,Auriculares BT,2389.39
2023-10-13,Laptop Pro,2440.68
2023-10-13,Monitor 4K,1926.8
2023-10-13,Teclado Mecanico,1873.44
2023-10-13,Mouse Inalambrico,2296.66
2023-10-13,Auriculares BT,2333.68
2023-10-14,Laptop Pro,2442.89
2023-10-14,Monitor 4K,2220.25
2023-10-14,Teclado Mecanico,2368.71
2023-10-14,Mouse Inalambrico,2119.06
2023-10-14,Auriculares BT,2442.72
2023-10-15,Laptop Pro,2471.66
2023-10-15,Monitor 4K,2764.87
2023-10-15,Teclado Mecanico,2847.04
2023-10-15,Mouse Inalambrico,2443.39
2023-10-15,Auriculares BT,2690.22
2023-10-16,Laptop Pro,3348.49
2023-10-16,Monitor 4K,3500.66
2023-10-16,Teclado Mecanico,2890.07
2023-10-16,Mouse Inalambrico,3258.85
2023-10-16,Auriculares BT,2943.67
2023-10-17,Laptop Pro,3023.82
2023-10-17,Monitor 4K,3612.09
2023-10-17,Teclado Mecanico,3426.51
2023-10-17,Mouse Inalambrico,3132.03
2023-10-17,Auriculares BT,3336.68
2023-10-18,Laptop Pro,3156.43
2023-10-18,Monitor 4K,3064.3
2023-10-18,Teclado Mecanico,3477.49
2023-10-18,Mouse Inalambrico,3149.19
2023-10-18,Auriculares BT,2429.44
2023-10-19,Laptop Pro,2542.03
2023-10-19,Monitor 4K,2452.76
2023-10-19,Teclado Mecanico,2559.24
2023-10-19,Mouse Inalambrico,2602.76
2023-10-19,Auriculares BT,2469.84
2023-10-20,Laptop Pro,2118.71
2023-10-20,Monitor 4K,2608.37
2023-10-20,Teclado Mecanico,2455.16
2023-10-20,Mouse Inalambrico,2201.54
2023-10-20,Auriculares BT,2471.62
2023-10-21,Laptop Pro,2573.64
2023-10-21,Monitor 4K,2692.07
2023-10-21,Teclado Mecanico,2227.54
2023-10-21,Mouse Inalambrico,2594.58
2023-10-21,Auriculares BT,2317.05
2023-10-22,Laptop Pro,3067.12
2023-10-22,Monitor 4K,2797.63
2023-10-22,Teclado Mecanico,2381.76
2023-10-22,Mouse Inalambrico,2843.19
2023-10-22,Auriculares BT,2479.28
2023-10-23,Laptop Pro,3190.42
2023-10-23,Monitor 4K,3222.21
2023-10-23,Teclado Mecanico,3153.58
2023-10-23,Mouse Inalambrico,2936.46
2023-10-23,Auriculares BT,3010.7
2023-10-24,Laptop Pro,3168.51
2023-10-24,Monitor 4K,3287.81
2023-10-24,Teclado Mecanico,3595.13
2023-10-24,Mouse Inalambrico,3479.25
2023-10-24,Auriculares BT,3242.99
2023-10-25,Laptop Pro,3328.94
2023-10-25,Monitor 4K,2800.55
2023-10-25,Teclado Mecanico,3211.17
2023-10-25,Mouse Inalambrico,3039.12
2023-10-25,Auriculares BT,3121.43
2023-10-26,Laptop Pro,2775.45
2023-10-26,Monitor 4K,2511.84
2023-10-26,Teclado Mecanico,2807.99
2023-10-26,Mouse Inalambrico,2645.89
2023-10-26,Auriculares BT,3130.12
2023-10-27,Laptop Pro,2324.07
2023-10-27,Monitor 4K,2638.76
2023-10-27,Teclado Mecanico,2514.34
2023-10-27,Mouse Inalambrico,2150.1
2023-10-27,Auriculares BT,2657.05
2023-10-28,Laptop Pro,2277.3
2023-10-28,Monitor 4K,2042.98
2023-10-28,Teclado Mecanico,2660.04
2023-10-28,Mouse Inalambrico,2703.17
2023-10-28,Auriculares BT,2499.78
2023-10-29,Laptop Pro,2836.21
2023-10-29,Monitor 4K,3205.15
2023-10-29,Teclado Mecanico,3030.79
2023-10-29,Mouse Inalambrico,2757.24
2023-10-29,Auriculares BT,3034.72
2023-10-30,Laptop Pro,3039.0
2023-10-30,Monitor 4K,3175.87
2023-10-30,Teclado Mecanico,3077.44
2023-10-30,Mouse Inalambrico,2847.66
2023-10-30,Auriculares BT,3052.2
2023-10-31,Laptop Pro,3637.22
2023-10-31,Monitor 4K,3173.19
2023-10-31,Teclado Mecanico,3282.74
2023-10-31,Mouse Inalambrico,3160.56
2023-10-31,Auriculares BT,3565.87
2023-11-01,Laptop Pro,3131.22
2023-11-01,Monitor 4K,3229.13
2023-11-01,Teclado Mecanico,3109.84
2023-11-01,Mouse Inalambrico,2896.77
2023-11-01,Auriculares BT,2936.19
2023-11-02,Laptop Pro,2873.5
2023-11-02,Monitor 4K,2694.57
2023-11-02,Teclado Mecanico,2860.93
2023-11-02,Mouse Inalambrico,2073.53
2023-11-02,Auriculares BT,2928.07
2023-11-03,Laptop Pro,2345.89
2023-11-03,Monitor 4K,2879.25
2023-11-03,Teclado Mecanico,2342.53
2023-11-03,Mouse Inalambrico,2450.34
2023-11-03,Auriculares BT,2576.76
2023-11-04,Laptop Pro,2375.43
2023-11-04,Monitor 4K,2725.14
2023-11-04,Teclado Mecanico,2421.55
2023-11-04,Mouse Inalambrico,2808.41
2023-11-04,Auriculares BT,2709.23
2023-11-05,Laptop Pro,3050.19
2023-11-05,Monitor 4K,2806.22
2023-11-05,Teclado Mecanico,2908.95
2023-11-05,Mouse Inalambrico,3011.05
2023-11-05,Auriculares BT,2544.39
2023-11-06,Laptop Pro,3241.38
2023-11-06,Monitor 4K,3539.35
2023-11-06,Teclado Mecanico,3098.1
2023-11-06,Mouse Inalambrico,3607.53
2023-11-06,Auriculares BT,3226.07
2023-11-07,Laptop Pro,3522.88
2023-11-07,Monitor 4K,3228.7
2023-11-07,Teclado Mecanico,3555.11
2023-11-07,Mouse Inalambrico,3550.78
2023-11-07,Auriculares BT,3685.51
2023-11-08,Laptop Pro,3468.67
2023-11-08,Monitor 4K,3448.56
2023-11-08,Teclado Mecanico,3239.64
2023-11-08,Mouse Inalambrico,2952.62
2023-11-08,Auriculares BT,3462.61
2023-11-09,Laptop Pro,2513.47
2023-11-09,Monitor 4K,2686.56
2023-11-09,Teclado Mecanico,2921.72
2023-11-09,Mouse Inalambrico,2863.01
2023-11-09,Auriculares BT,3092.91
2023-11-10,Laptop Pro,2513.49
2023-11-10,Monitor 4K,2176.29
2023-11-10,Teclado Mecanico,2459.25
2023-11-10,Mouse Inalambrico,2549.11
2023-11-10,Auriculares BT,2444.18
2023-11-11,Laptop Pro,2904.04
2023-11-11,Monitor 4K,2572.03
2023-11-11,Teclado Mecanico,2334.38
2023-11-11,Mouse Inalambrico,2714.91
2023-11-11,Auriculares BT,2392.02
2023-11-12,Laptop Pro,3363.33
2023-11-12,Monitor 4K,3077.37
2023-11-12,Teclado Mecanico,2742.7
2023-11-12,Mouse Inalambrico,3239.23
2023-11-12,Auriculares BT,3497.2
2023-11-13,Laptop Pro,3024.53
2023-11-13,Monitor 4K,3605.95
2023-11-13,Teclado Mecanico,3522.14
2023-11-13,Mouse Inalambrico,3460.47
2023-11-13,Auriculares BT,3494.0
2023-11-14,Laptop Pro,3631.51
2023-11-14,Monitor 4K,3394.53
2023-11-14,Teclado Mecanico,3815.33
2023-11-14,Mouse Inalambrico,3263.23
2023-11-14,Auriculares BT,3924.84
2023-11-15,Laptop Pro,3579.56
2023-11-15,Monitor 4K,3036.8
2023-11-15,Teclado Mecanico,3272.95
2023-11-15,Mouse Inalambrico,3558.0
2023-11-15,Auriculares BT,3175.83
2023-11-16,Laptop Pro,2819.25
2023-11-16,Monitor 4K,2771.26
2023-11-16,Teclado Mecanico,3085.23
2023-11-16,Mouse Inalambrico,2730.2
2023-11-16,Auriculares BT,2849.77
2023-11-17,Laptop Pro,2701.01
2023-11-17,Monitor 4K,2551.45
2023-11-17,Teclado Mecanico,2419.68
2023-11-17,Mouse Inalambrico,2324.66
2023-11-17,Auriculares BT,2289.32
2023-11-18,Laptop Pro,2465.48
2023-11-18,Monitor 4K,2357.33
2023-11-18,Teclado Mecanico,2556.07
2023-11-18,Mouse Inalambrico,2761.49
2023-11-18,Auriculares BT,2712.26
2023-11-19,Laptop Pro,2939.12
2023-11-19,Monitor 4K,2900.84
2023-11-19,Teclado Mecanico,2905.77
2023-11-19,Mouse Inalambrico,2826.87
2023-11-19,Auriculares BT,2857.27
2023-11-20,Laptop Pro,3650.48
2023-11-20,Monitor 4K,3226.69
2023-11-20,Teclado Mecanico,3511.07
2023-11-20,Mouse Inalambrico,3384.0
2023-11-20,Auriculares BT,3993.2
2023-11-21,Laptop Pro,3257.17
2023-11-21,Monitor 4K,3655.22
2023-11-21,Teclado Mecanico,3549.81
2023-11-21,Mouse Inalambrico,3462.33
2023-11-21,Auriculares BT,3679.6
2023-11-22,Laptop Pro,3389.71
2023-11-22,Monitor 4K,3144.81
2023-11-22,Teclado Mecanico,3443.85
2023-11-22,Mouse Inalambrico,3436.43
2023-11-22,Auriculares BT,3620.49
2023-11-23,Laptop Pro,2815.43
2023-11-23,Monitor 4K,3231.51
2023-11-23,Teclado Mecanico,2898.06
2023-11-23,Mouse Inalambrico,2542.22
2023-11-23,Auriculares BT,3042.04
2023-11-24,Laptop Pro,10663.44
2023-11-24,Monitor 4K,10503.28
2023-11-24,Teclado Mecanico,10866.4
2023-11-24,Mouse Inalambrico,10585.43
2023-11-24,Auriculares BT,10883.13
2023-11-25,Laptop Pro,2772.76
2023-11-25,Monitor 4K,2939.37
2023-11-25,Teclado Mecanico,2925.2
2023-11-25,Mouse Inalambrico,2883.94
2023-11-25,Auriculares BT,2582.89
2023-11-26,Laptop Pro,3377.3
2023-11-26,Monitor 4K,3197.71
2023-11-26,Teclado Mecanico,3593.81
2023-11-26,Mouse Inalambrico,3289.09
2023-11-26,Auriculares BT,3343.59
2023-11-27,Laptop Pro,3444.58
2023-11-27,Monitor 4K,3516.33
2023-11-27,Teclado Mecanico,3616.9
2023-11-27,Mouse Inalambrico,3363.46
2023-11-27,Auriculares BT,3363.5
2023-11-28,Laptop Pro,3685.8
2023-11-28,Monitor 4K,3691.94
2023-11-28,Teclado Mecanico,3747.93
2023-11-28,Mouse Inalambrico,3930.94
2023-11-28,Auriculares BT,3627.45
2023-11-29,Laptop Pro,3586.71
2023-11-29,Monitor 4K,3421.61
2023-11-29,Teclado Mecanico,3411.74
2023-11-29,Mouse Inalambrico,3501.95
2023-11-29,Auriculares BT,3036.99
2023-11-30,Laptop Pro,3043.6
2023-11-30,Monitor 4K,2902.67
2023-11-30,Teclado Mecanico,2844.36
2023-11-30,Mouse Inalambrico,2652.93
2023-11-30,Auriculares BT,2941.75
2023-12-01,Laptop Pro,2398.11
2023-12-01,Monitor 4K,2947.62
2023-12-01,Teclado Mecanico,2725.74
2023-12-01,Mouse Inalambrico,2437.18
2023-12-01,Auriculares BT,2638.89
2023-12-02,Laptop Pro,3035.05
2023-12-02,Monitor 4K,2765.09
2023-12-02,Teclado Mecanico,2827.82
2023-12-02,Mouse Inalambrico,2810.23
2023-12-02,Auriculares BT,2858.41
2023-12-03,Laptop Pro,2949.06
2023-12-03,Monitor 4K,3279.92
2023-12-03,Teclado Mecanico,3177.39
2023-12-03,Mouse Inalambrico,3879.77
2023-12-03,Auriculares BT,3246.41
2023-12-04,Laptop Pro,3602.95
2023-12-04,Monitor 4K,3891.77
2023-12-04,Teclado Mecanico,3662.87
2023-12-04,Mouse Inalambrico,3744.74
2023-12-04,Auriculares BT,3519.25
2023-12-05,Laptop Pro,4115.93
2023-12-05,Monitor 4K,3679.35
2023-12-05,Teclado Mecanico,3879.95
2023-12-05,Mouse Inalambrico,4031.35
2023-12-05,Auriculares BT,3743.98
2023-12-06,Laptop Pro,3548.69
2023-12-06,Monitor 4K,3666.02
2023-12-06,Teclado Mecanico,3685.26
2023-12-06,Mouse Inalambrico,3330.7
2023-12-06,Auriculares BT,3585.02
2023-12-07,Laptop Pro,2940.23
2023-12-07,Monitor 4K,2980.23
2023-12-07,Teclado Mecanico,2999.63
2023-12-07,Mouse Inalambrico,3372.5
2023-12-07,Auriculares BT,3448.62
2023-12-08,Laptop Pro,3394.44
2023-12-08,Monitor 4K,2862.04
2023-12-08,Teclado Mecanico,2705.06
2023-12-08,Mouse Inalambrico,2679.45
2023-12-08,Auriculares BT,3194.84
2023-12-09,Laptop Pro,2676.88
2023-12-09,Monitor 4K,2921.16
2023-12-09,Teclado Mecanico,2871.34
2023-12-09,Mouse Inalambrico,3334.55
2023-12-09,Auriculares BT,2781.88
2023-12-10,Laptop Pro,3610.55
2023-12-10,Monitor 4K,3652.89
2023-12-10,Teclado Mecanico,3356.87
2023-12-10,Mouse Inalambrico,3483.32
2023-12-10,Auriculares BT,3082.48
2023-12-11,Laptop Pro,3778.33
2023-12-11,Monitor 4K,3752.97
2023-12-11,Teclado Mecanico,3280.06
2023-12-11,Mouse Inalambrico,3879.05
2023-12-11,Auriculares BT,3867.01
2023-12-12,Laptop Pro,3568.77
2023-12-12,Monitor 4K,3624.99
2023-12-12,Teclado Mecanico,3757.59
2023-12-12,Mouse Inalambrico,3801.61
2023-12-12,Auriculares BT,3846.17
2023-12-13,Laptop Pro,3460.3
2023-12-13,Monitor 4K,3450.35
2023-12-13,Teclado Mecanico,3713.23
2023-12-13,Mouse Inalambrico,3556.88
2023-12-13,Auriculares BT,3630.57
2023-12-14,Laptop Pro,3187.19
2023-12-14,Monitor 4K,3324.56
2023-12-14,Teclado Mecanico,3202.27
2023-12-14,Mouse Inalambrico,3405.43
2023-12-14,Auriculares BT,3253.72
2023-12-15,Laptop Pro,3155.56
2023-12-15,Monitor 4K,3227.17
2023-12-15,Teclado Mecanico,2685.66
2023-12-15,Mouse Inalambrico,3162.15
2023-12-15,Auriculares BT,3334.31
2023-12-16,Laptop Pro,2895.01
2023-12-16,Monitor 4K,3083.14
2023-12-16,Teclado Mecanico,3018.08
2023-12-16,Mouse Inalambrico,3177.68
2023-12-16,Auriculares BT,3193.52
2023-12-17,Laptop Pro,3361.86
2023-12-17,Monitor 4K,3758.23
2023-12-17,Teclado Mecanico,3324.38
2023-12-17,Mouse Inalambrico,3468.05
2023-12-17,Auriculares BT,3700.44
2023-12-18,Laptop Pro,4292.67
2023-12-18,Monitor 4K,3799.45
2023-12-18,Teclado Mecanico,4058.44
2023-12-18,Mouse Inalambrico,3945.99
2023-12-18,Auriculares BT,3585.49
2023-12-19,Laptop Pro,3822.89
2023-12-19,Monitor 4K,3772.97
2023-12-19,Teclado Mecanico,3913.26
2023-12-19,Mouse Inalambrico,3930.57
2023-12-19,Auriculares BT,4019.52
2023-12-20,Laptop Pro,4014.4
2023-12-20,Monitor 4K,3843.35
2023-12-20,Teclado Mecanico,4289.47
2023-12-20,Mouse Inalambrico,3710.17
2023-12-20,Auriculares BT,3916.71
2023-12-21,Laptop Pro,3423.36
2023-12-21,Monitor 4K,3641.79
2023-12-21,Teclado Mecanico,3264.73
2023-12-21,Mouse Inalambrico,3509.53
2023-12-21,Auriculares BT,3666.29
2023-12-22,Laptop Pro,2941.34
2023-12-22,Monitor 4K,3070.53
2023-12-22,Teclado Mecanico,3186.36
2023-12-22,Mouse Inalambrico,2998.55
2023-12-22,Auriculares BT,2910.45
2023-12-23,Laptop Pro,3564.18
2023-12-23,Monitor 4K,3151.71
2023-12-23,Teclado Mecanico,3544.46
2023-12-23,Mouse Inalambrico,3095.95
2023-12-23,Auriculares BT,3156.22
2023-12-24,Laptop Pro,3763.6
2023-12-24,Monitor 4K,3562.97
2023-12-24,Teclado Mecanico,3424.4
2023-12-24,Mouse Inalambrico,3460.19
2023-12-24,Auriculares BT,3658.71
2023-12-25,Laptop Pro,3877.53
2023-12-25,Monitor 4K,4028.36
2023-12-25,Teclado Mecanico,3559.29
2023-12-25,Mouse Inalambrico,3899.12
2023-12-25,Auriculares BT,3974.69
2023-12-26,Laptop Pro,4020.45
2023-12-26,Monitor 4K,3924.27
2023-12-26,Teclado Mecanico,3946.28
2023-12-26,Mouse Inalambrico,4137.09
2023-12-26,Auriculares BT,4420.39
2023-12-27,Laptop Pro,3588.48
2023-12-27,Monitor 4K,3812.92
2023-12-27,Teclado Mecanico,4063.58
2023-12-27,Mouse Inalambrico,3935.06
2023-12-27,Auriculares BT,3849.42
2023-12-28,Laptop Pro,3359.87
2023-12-28,Monitor 4K,3452.67
2023-12-28,Teclado Mecanico,3429.8
2023-12-28,Mouse Inalambrico,3012.72
2023-12-28,Auriculares BT,3306.86
2023-12-29,Laptop Pro,2805.32
2023-12-29,Monitor 4K,3453.45
2023-12-29,Teclado Mecanico,3359.77
2023-12-29,Mouse Inalambrico,3037.59
2023-12-29,Auriculares BT,3356.22
2023-12-30,Laptop Pro,3797.28
2023-12-30,Monitor 4K,3182.93
2023-12-30,Teclado Mecanico,3567.4
2023-12-30,Mouse Inalambrico,3380.05
2023-12-30,Auriculares BT,3260.21
2023-12-31,Laptop Pro,3493.05
2023-12-31,Monitor 4K,3603.04
2023-12-31,Teclado Mecanico,3635.25
2023-12-31,Mouse Inalambrico,3251.07
2023-12-31,Auriculares BT,3820.32
